service_id,date,exception_type
C33818AHPYM-0011,20221128,1
C33818AHPYM-0011,20221129,1
C33818AHPYM-0011,20221130,1
C33818AHPYM-0011,20221201,1
C33854AHCPÁ-0031,20221102,1
C33854AHCPÁ-0031,20221103,1
C33854AHCPÁ-0031,20221107,1
C33854AHCPÁ-0031,20221108,1
C33854AHCPÁ-0031,20221109,1
C33854AHCPÁ-0031,20221110,1
C33854AHCPÁ-0031,20221114,1
C33854AHCPÁ-0031,20221115,1
C33854AHCPÁ-0031,20221116,1
C33854AHCPÁ-0031,20221117,1
C33854AHCPÁ-0031,20221121,1
C33854AHCPÁ-0031,20221122,1
C33854AHCPÁ-0031,20221123,1
C33854AHCPÁ-0031,20221124,1
C33854AHCPÁ-0031,20221128,1
C33854AHCPÁ-0031,20221129,1
C33854AHCPÁ-0031,20221130,1
C33854AHCPÁ-0031,20221201,1
C33855APPPÁ-0031,20221104,1
C33855APPPÁ-0031,20221111,1
C33855APPPÁ-0031,20221118,1
C33855APPPÁ-0031,20221125,1
C34046APPKMK-011,20221030,1
C34046APPKMK-011,20221104,1
C34046APPKMK-011,20221118,1
C34046APPKMK-011,20221125,1
C34046ASZKMK-011,20221031,1
C34046ASZKMK-011,20221105,1
C34046ASZKMK-011,20221119,1
C34046ASZKMK-011,20221126,1
C34106AHCKMK-011,20221107,1
C34106AHCKMK-011,20221108,1
C34106AHCKMK-011,20221109,1
C34106AHCKMK-011,20221110,1
C34106AHCKMK-011,20221116,1
C34106AHCKMK-011,20221117,1
C34106AHCKMK-011,20221121,1
C34106AHCKMK-011,20221122,1
C34106AHCKMK-011,20221123,1
C34106AHCKMK-011,20221124,1
C34106AHCKMK-011,20221130,1
C34106AHCKMK-011,20221201,1
C34106AVSKMK-011,20221106,1
C34106AVSKMK-011,20221107,1
C34106AVSKMK-011,20221108,1
C34106AVSKMK-011,20221109,1
C34106AVSKMK-011,20221115,1
C34106AVSKMK-011,20221116,1
C34106AVSKMK-011,20221120,1
C34106AVSKMK-011,20221121,1
C34106AVSKMK-011,20221122,1
C34106AVSKMK-011,20221123,1
C34106AVSKMK-011,20221129,1
C34106AVSKMK-011,20221130,1
C34268REHHKMK-011,20221102,1
C34268REHHKMK-011,20221114,1
C34268REHHKMK-011,20221128,1
C34268REVVKMK-011,20221101,1
C34268REVVKMK-011,20221113,1
C34268REVVKMK-011,20221127,1
C34269REKKKMK-011,20221103,1
C34269REKKKMK-011,20221115,1
C34269REKKKMK-011,20221129,1
C34581ÜNVVYM-0021,20221101,1
C34761ACSKMK-011,20221103,1
C34761ACSKMK-011,20221110,1
C34761ACSKMK-011,20221117,1
C34761ACSKMK-011,20221124,1
C34761APPKMK-011,20221104,1
C34761APPKMK-011,20221111,1
C34761APPKMK-011,20221118,1
C34761APPKMK-011,20221125,1
C35337AHPYM-0011,20221102,1
C35337AHPYM-0011,20221103,1
C35337AHPYM-0011,20221104,1
C35337AHPYM-0011,20221107,1
C35337AHPYM-0011,20221108,1
C35337AHPYM-0011,20221109,1
C35337AHPYM-0011,20221110,1
C35337AHPYM-0011,20221111,1
C35337AHPYM-0011,20221114,1
C35337AHPYM-0011,20221115,1
C35337AHPYM-0011,20221116,1
C35337AHPYM-0011,20221117,1
C35337AHPYM-0011,20221118,1
C35337AHPYM-0011,20221121,1
C35337AHPYM-0011,20221122,1
C35337AHPYM-0011,20221123,1
C35337AHPYM-0011,20221124,1
C35337AHPYM-0011,20221125,1
C35337AHPYM-0011,20221128,1
C35337AHPYM-0011,20221129,1
C35337AHPYM-0011,20221130,1
C35337AHPYM-0011,20221201,1
C35346ASZKZ-0031,20221031,1
C35346ASZKZ-0031,20221105,1
C35346ASZKZ-0031,20221112,1
C35346ASZKZ-0031,20221119,1
C35346ASZKZ-0031,20221126,1
C36350AHCKZ-0011,20221121,1
C36350AHCKZ-0011,20221122,1
C36350AHCKZ-0011,20221123,1
C36350AHCKZ-0011,20221124,1
C36350AHCKZ-0011,20221128,1
C36350AHCKZ-0011,20221129,1
C36350AHCKZ-0011,20221130,1
C36350AHCKZ-0011,20221201,1
C36351APPKZ-0011,20221125,1
C36924TEVVKVA-011,20221030,1
C36924TEVVKVA-011,20221101,1
C37386AHPSZB-011,20221102,1
C37386AHPSZB-011,20221103,1
C37386AHPSZB-011,20221104,1
C37386AHPSZB-011,20221107,1
C37386AHPSZB-011,20221108,1
C37386AHPSZB-011,20221109,1
C37386AHPSZB-011,20221110,1
C37386AHPSZB-011,20221111,1
C37386AHPSZB-011,20221114,1
C37386AHPSZB-011,20221115,1
C37386AHPSZB-011,20221116,1
C37386AHPSZB-011,20221117,1
C37386AHPSZB-011,20221118,1
C37386AHPSZB-011,20221121,1
C37386AHPSZB-011,20221122,1
C37386AHPSZB-011,20221123,1
C37386AHPSZB-011,20221124,1
C37386AHPSZB-011,20221125,1
C37386AHPSZB-011,20221128,1
C37386AHPSZB-011,20221129,1
C37386AHPSZB-011,20221130,1
C37386AHPSZB-011,20221201,1
C37507ASZYM-0061,20221031,1
C37507ASZYM-0061,20221105,1
C37507ASZYM-0061,20221112,1
C37507ASZYM-0061,20221119,1
C37507ASZYM-0061,20221126,1
C37508AVVYM-0061,20221030,1
C37508AVVYM-0061,20221101,1
C37508AVVYM-0061,20221106,1
C37508AVVYM-0061,20221113,1
C37508AVVYM-0061,20221120,1
C37508AVVYM-0061,20221127,1
C37590AHCBR-0021,20221102,1
C37590AHCBR-0021,20221103,1
C37590AHCBR-0021,20221107,1
C37590AHCBR-0021,20221108,1
C37590AHCBR-0021,20221109,1
C37590AHCBR-0021,20221110,1
C37590AHCBR-0021,20221114,1
C37590AHCBR-0021,20221115,1
C37590AHCBR-0021,20221116,1
C37590AHCBR-0021,20221117,1
C37590AHCBR-0021,20221121,1
C37590AHCBR-0021,20221122,1
C37590AHCBR-0021,20221123,1
C37590AHCBR-0021,20221124,1
C37590AHCBR-0021,20221128,1
C37590AHCBR-0021,20221129,1
C37590AHCBR-0021,20221130,1
C37590AHCBR-0021,20221201,1
C37591APPBR-0021,20221104,1
C37591APPBR-0021,20221111,1
C37591APPBR-0021,20221118,1
C37591APPBR-0021,20221125,1
C37592ASZBR-0021,20221031,1
C37592ASZBR-0021,20221105,1
C37592ASZBR-0021,20221112,1
C37592ASZBR-0021,20221119,1
C37592ASZBR-0021,20221126,1
C37593AVVBR-0021,20221030,1
C37593AVVBR-0021,20221101,1
C37593AVVBR-0021,20221106,1
C37593AVVBR-0021,20221113,1
C37593AVVBR-0021,20221120,1
C37593AVVBR-0021,20221127,1
C37866ASZKVA-011,20221031,1
C37866ASZKVA-011,20221105,1
C37868AVVKVA-011,20221030,1
C37868AVVKVA-011,20221106,1
C37868AVVKVA-011,20221113,1
C38002AHPYM-0031,20221102,1
C38002AHPYM-0031,20221103,1
C38002AHPYM-0031,20221104,1
C38002AHPYM-0031,20221107,1
C38002AHPYM-0031,20221108,1
C38002AHPYM-0031,20221109,1
C38002AHPYM-0031,20221110,1
C38002AHPYM-0031,20221111,1
C38002AHPYM-0031,20221114,1
C38002AHPYM-0031,20221115,1
C38002AHPYM-0031,20221116,1
C38002AHPYM-0031,20221117,1
C38002AHPYM-0031,20221118,1
C38002AHPYM-0031,20221121,1
C38002AHPYM-0031,20221122,1
C38002AHPYM-0031,20221123,1
C38002AHPYM-0031,20221124,1
C38002AHPYM-0031,20221125,1
C38002AHPYM-0031,20221128,1
C38002AHPYM-0031,20221129,1
C38002AHPYM-0031,20221130,1
C38002AHPYM-0031,20221201,1
C38007ASZYM-0031,20221105,1
C38007ASZYM-0031,20221112,1
C38007ASZYM-0031,20221119,1
C38007ASZYM-0031,20221126,1
C38010AVVYM-0031,20221106,1
C38010AVVYM-0031,20221113,1
C38010AVVYM-0031,20221120,1
C38010AVVYM-0031,20221127,1
C38227AHPSzN-011,20221102,1
C38227AHPSzN-011,20221103,1
C38227AHPSzN-011,20221104,1
C38227AHPSzN-011,20221107,1
C38227AHPSzN-011,20221108,1
C38227AHPSzN-011,20221109,1
C38227AHPSzN-011,20221110,1
C38227AHPSzN-011,20221111,1
C38227AHPSzN-011,20221114,1
C38227AHPSzN-011,20221115,1
C38227AHPSzN-011,20221116,1
C38227AHPSzN-011,20221117,1
C38227AHPSzN-011,20221118,1
C38330ASZSZB-011,20221031,1
C38330ASZSZB-011,20221105,1
C38330ASZSZB-011,20221112,1
C38330ASZSZB-011,20221119,1
C38330ASZSZB-011,20221126,1
C38353ASZKZ-0011,20221031,1
C38353ASZKZ-0011,20221105,1
C38353ASZKZ-0011,20221119,1
C38353ASZKZ-0011,20221126,1
C39352AHCKVA-031,20221102,1
C39352AHCKVA-031,20221103,1
C39352AHCKVA-031,20221107,1
C39352AHCKVA-031,20221108,1
C39352AHCKVA-031,20221109,1
C39352AHCKVA-031,20221110,1
C39352AHCKVA-031,20221114,1
C39352AHCKVA-031,20221115,1
C39352AHCKVA-031,20221116,1
C39352AHCKVA-031,20221117,1
C39370APPKVA-031,20221104,1
C39370APPKVA-031,20221111,1
C39370APPKVA-031,20221118,1
C39390ASZKVA-031,20221031,1
C39390ASZKVA-031,20221105,1
C39390ASZKVA-031,20221112,1
C39447APPSZB-011,20221030,1
C39447APPSZB-011,20221104,1
C39447APPSZB-011,20221111,1
C39447APPSZB-011,20221118,1
C39447APPSZB-011,20221125,1
C39447ASZSZB-011,20221031,1
C39447ASZSZB-011,20221105,1
C39447ASZSZB-011,20221112,1
C39447ASZSZB-011,20221119,1
C39447ASZSZB-011,20221126,1
C39448ASZSZB-011,20221031,1
C39448ASZSZB-011,20221105,1
C39448ASZSZB-011,20221112,1
C39448ASZSZB-011,20221119,1
C39448ASZSZB-011,20221126,1
C39448AVVSZB-011,20221030,1
C39448AVVSZB-011,20221101,1
C39448AVVSZB-011,20221106,1
C39448AVVSZB-011,20221113,1
C39448AVVSZB-011,20221120,1
C39448AVVSZB-011,20221127,1
C39814AHCPÁ-0041,20221102,1
C39814AHCPÁ-0041,20221103,1
C39814AHCPÁ-0041,20221107,1
C39814AHCPÁ-0041,20221108,1
C39814AHCPÁ-0041,20221109,1
C39814AHCPÁ-0041,20221110,1
C39814AHCPÁ-0041,20221114,1
C39814AHCPÁ-0041,20221115,1
C39814AHCPÁ-0041,20221116,1
C39814AHCPÁ-0041,20221117,1
