StopName_A,StopName_B,Location_A,Location_B,StopID_A,StopID_B,Route_A,Route_B,RouteColor_A,RouteColor_B
Széll Kálmán tér,Széll Kálmán tér,"(47.506611, 19.02439)","(47.507421, 19.024722)",F02461,F02465,59A,990,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506611, 19.02439)","(47.507421, 19.024722)",F02461,F02465,59A,960,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507533, 19.026097)",F02460,F02481,59A,M2,FFD800,E41F18
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507232, 19.025186)",F02460,F02477,59A,6,FFD800,FFD800
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507358, 19.024496)",F02460,F02476,59A,6,FFD800,FFD800
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507421, 19.024722)",F02460,F02465,59A,91,FFD800,009EE3
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507403, 19.024974)",F02460,F02464,59A,916,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507376, 19.025598)",F02460,F02466,59A,956,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507421, 19.024722)",F02460,F02465,59A,956,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507376, 19.025598)",F02460,F02466,59A,922,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507376, 19.025598)",F02460,F02466,59A,922B,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507421, 19.024722)",F02460,F02465,59A,990,FFD800,000000
Széll Kálmán tér,Széll Kálmán tér,"(47.506863, 19.024178)","(47.507421, 19.024722)",F02460,F02465,59A,960,FFD800,000000
Budagyöngye,Budagyöngye,"(47.516074, 18.998922)","(47.516649, 18.997979)",008731,F00166,59,956,FFD800,000000
Budagyöngye,Budagyöngye,"(47.516074, 18.998922)","(47.516649, 18.997979)",008731,F00166,59,922,FFD800,000000
Budagyöngye,Budagyöngye,"(47.516074, 18.998922)","(47.516649, 18.997979)",008731,F00166,59,922B,FFD800,000000
Budagyöngye,Budagyöngye,"(47.516074, 18.998922)","(47.516146, 18.998975)",008731,F00167,59,61,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.516074, 18.998922)","(47.516092, 18.999188)",008731,F00165,59,61,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.516074, 18.998922)","(47.516146, 18.998975)",008731,F00167,59,59B,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.516074, 18.998922)","(47.516092, 18.999188)",008731,F00165,59,59B,FFD800,FFD800
Szent János Kórház,Szent János Kórház,"(47.509728, 19.009813)","(47.509818, 19.0098)",F00409,F00410,59,91,FFD800,009EE3
Szent János Kórház,Szent János Kórház,"(47.509728, 19.009813)","(47.509818, 19.0098)",F00409,F00410,59,956,FFD800,000000
Szent János Kórház,Szent János Kórház,"(47.509728, 19.009813)","(47.509818, 19.0098)",F00409,F00410,59,922,FFD800,000000
Szent János Kórház,Szent János Kórház,"(47.509728, 19.009813)","(47.509818, 19.0098)",F00409,F00410,59,922B,FFD800,000000
Szent János Kórház,Szent János Kórház,"(47.509728, 19.009813)","(47.509837, 19.009411)",F00409,F00411,59,61,FFD800,FFD800
Szent János Kórház,Szent János Kórház,"(47.509728, 19.009813)","(47.509837, 19.009411)",F00409,F00411,59,59B,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516038, 18.999533)",008003,F00164,59,956,FFD800,000000
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516649, 18.997979)",008003,F00166,59,956,FFD800,000000
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516038, 18.999533)",008003,F00164,59,922,FFD800,000000
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516649, 18.997979)",008003,F00166,59,922,FFD800,000000
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516038, 18.999533)",008003,F00164,59,922B,FFD800,000000
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516649, 18.997979)",008003,F00166,59,922B,FFD800,000000
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516146, 18.998975)",008003,F00167,59,61,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516092, 18.999188)",008003,F00165,59,61,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516074, 18.998922)",008003,008731,59,61,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516146, 18.998975)",008003,F00167,59,59B,FFD800,FFD800
Budagyöngye,Budagyöngye,"(47.515894, 18.999506)","(47.516092, 18.999188)",008003,F00165,59,59B,FFD800,FFD800
Nagyajtai utca,Nagyajtai utca,"(47.513548, 19.002854)","(47.513674, 19.002655)",F00161,F00162,59,91,FFD800,009EE3
Nagyajtai utca,Nagyajtai utca,"(47.513548, 19.002854)","(47.513674, 19.002655)",F00161,F00162,59,956,FFD800,000000
Nagyajtai utca,Nagyajtai utca,"(47.513548, 19.002854)","(47.513674, 19.002655)",F00161,F00162,59,922,FFD800,000000
Nagyajtai utca,Nagyajtai utca,"(47.513548, 19.002854)","(47.513674, 19.002655)",F00161,F00162,59,922B,FFD800,000000
Újpest-központ,Újpest-központ,"(47.559825, 19.089407)","(47.560437, 19.08976)",F00806,F00913,25,M3,009EE3,005CA5
Újpest-központ,Újpest-központ,"(47.559825, 19.089407)","(47.560144, 19.091319)",F00806,F00912,25,M3,009EE3,005CA5
Újpest-központ,Újpest-központ,"(47.559825, 19.089407)","(47.561488, 19.089913)",F00806,F00910,25,30,009EE3,009EE3
Újpest-központ,Újpest-központ,"(47.559825, 19.089407)","(47.561488, 19.089913)",F00806,F00910,25,30A,009EE3,009EE3
Árpád üzletház,Árpád üzletház,"(47.560145, 19.09803)","(47.560378, 19.099824)",F00835,F00836,25,270,009EE3,009EE3
Árpád üzletház,Árpád üzletház,"(47.560145, 19.09803)","(47.560378, 19.099824)",F00835,F00836,25,996A,009EE3,000000
Árpád üzletház,Árpád üzletház,"(47.560145, 19.09803)","(47.560378, 19.099824)",F00835,F00836,25,996,009EE3,000000
Árpád üzletház,Árpád üzletház,"(47.560145, 19.09803)","(47.560378, 19.099824)",F00835,F00836,25,950,009EE3,000000
Árpád üzletház,Árpád üzletház,"(47.560145, 19.09803)","(47.560378, 19.099824)",F00835,F00836,25,950A,009EE3,000000
Mexikói út,Mexikói út,"(47.519944, 19.091261)","(47.521761, 19.092006)",F02884,F02895,25,74A,009EE3,E41F18
Mexikói út,Mexikói út,"(47.519944, 19.091261)","(47.520133, 19.091527)",F02884,F02886,25,69,009EE3,009EE3
Széchenyi út,Széchenyi út,"(47.545721, 19.112403)","(47.546089, 19.113148)",009652,F03082,25,5,009EE3,009EE3
Széchenyi út,Széchenyi út,"(47.545721, 19.112403)","(47.546089, 19.113148)",009652,F03082,25,996A,009EE3,000000
Széchenyi út,Széchenyi út,"(47.545721, 19.112403)","(47.546089, 19.113148)",009652,F03082,25,996,009EE3,000000
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556902, 19.088488)",F00817,F00862,25,914,009EE3,000000
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556839, 19.088873)",F00817,F00861,25,914,009EE3,000000
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556839, 19.088873)",F00817,F00861,25,914A,009EE3,000000
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556902, 19.088488)",F00817,F00862,25,914A,009EE3,000000
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556902, 19.088488)",F00817,F00862,25,30,009EE3,009EE3
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556839, 19.088873)",F00817,F00861,25,30,009EE3,009EE3
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556902, 19.088488)",F00817,F00862,25,30A,009EE3,009EE3
Tél utca / Pozsonyi utca,Tél utca / Pozsonyi utca,"(47.555408, 19.090254)","(47.556839, 19.088873)",F00817,F00861,25,30A,009EE3,009EE3
Mexikói út,Mexikói út,"(47.519747, 19.090943)","(47.521761, 19.092006)",F02885,F02895,25,74A,009EE3,E41F18
Mexikói út,Mexikói út,"(47.519747, 19.090943)","(47.520133, 19.091527)",F02885,F02886,25,69,009EE3,009EE3
Rákos úti szakrendelő,Rákos úti szakrendelő,"(47.553326, 19.118391)","(47.553838, 19.118777)",F03071,F03072,25,5,009EE3,009EE3
Rákos úti szakrendelő,Rákos úti szakrendelő,"(47.553326, 19.118391)","(47.553838, 19.118777)",F03071,F03072,25,96,009EE3,009EE3
Rákos úti szakrendelő,Rákos úti szakrendelő,"(47.553326, 19.118391)","(47.553838, 19.118777)",F03071,F03072,25,296,009EE3,009EE3
Rákos úti szakrendelő,Rákos úti szakrendelő,"(47.553326, 19.118391)","(47.553838, 19.118777)",F03071,F03072,25,296A,009EE3,009EE3
Rákos úti szakrendelő,Rákos úti szakrendelő,"(47.553326, 19.118391)","(47.553838, 19.118777)",F03071,F03072,25,996A,009EE3,000000
Rákos úti szakrendelő,Rákos úti szakrendelő,"(47.553326, 19.118391)","(47.553838, 19.118777)",F03071,F03072,25,996,009EE3,000000
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.574361, 19.12218)",009503,F03018,124,125,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.573938, 19.121674)",009503,F03017,124,125,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.574361, 19.12218)",009503,F03018,124,125B,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.573938, 19.121674)",009503,F03017,124,125B,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.574361, 19.12218)",009503,F03018,124,170,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.573938, 19.121674)",009503,F03017,124,170,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.574361, 19.12218)",009503,F03018,124,270,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.573938, 19.121674)",009503,F03017,124,270,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.573938, 19.121674)",009503,F03017,124,225,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.574361, 19.12218)",009503,F03018,124,225,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.573938, 19.121674)",009503,F03017,124,950,009EE3,000000
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573138, 19.121088)","(47.574361, 19.12218)",009503,F03018,124,950,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534217, 19.113239)",F02851,F02859,124,125,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534217, 19.113239)",F02851,F02859,124,125B,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,124,69,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,124,69,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,124,5,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,124,5,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,124,62A,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,124,62,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,124,62A,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,124,62,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,124,973,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,124,973,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,124,973A,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534802, 19.112695)",F02851,F02856,124,69,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534802, 19.112695)",F02851,F02856,124,973,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534802, 19.112695)",F02851,F02856,124,5,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.527397, 19.098651)",F02853,F02951,124,25,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,124,69,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,124,69,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,124,5,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,124,5,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,124,62A,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,124,62,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,124,62A,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,124,62,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,124,973,009EE3,000000
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,124,973,009EE3,000000
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,124,973A,009EE3,000000
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,124,69,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,124,69,009EE3,009EE3
Sztárai Mihály tér,Sztárai Mihály tér,"(47.53963, 19.1286)","(47.539822, 19.128991)",F03097,F03099,124,231,009EE3,009EE3
Sztárai Mihály tér,Sztárai Mihály tér,"(47.53963, 19.1286)","(47.539949, 19.12834)",F03097,F03098,124,231,009EE3,009EE3
Sztárai Mihály tér,Sztárai Mihály tér,"(47.53963, 19.1286)","(47.539949, 19.12834)",F03097,F03098,124,231B,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,96,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,296,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,296A,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,996A,009EE3,000000
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,996,009EE3,000000
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,196,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,196A,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,130,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,973,009EE3,000000
Bánkút utca,Bánkút utca,"(47.546404, 19.127534)","(47.549432, 19.131591)",F03106,F03125,124,69,009EE3,009EE3
Templom tér,Templom tér,"(47.541635, 19.129984)","(47.591438, 18.929464)",F03133,F04706,124,64A,009EE3,009EE3
Templom tér,Templom tér,"(47.541635, 19.129984)","(47.591438, 18.929464)",F03133,F04706,124,164,009EE3,009EE3
Templom tér,Templom tér,"(47.541635, 19.129984)","(47.591438, 18.929464)",F03133,F04706,124,64,009EE3,009EE3
Templom tér,Templom tér,"(47.541635, 19.129984)","(47.591465, 18.929264)",F03133,F04707,124,64,009EE3,009EE3
Templom tér,Templom tér,"(47.541635, 19.129984)","(47.591465, 18.929264)",F03133,F04707,124,164,009EE3,009EE3
Templom tér,Templom tér,"(47.541635, 19.129984)","(47.591438, 18.929464)",F03133,F04706,124,964,009EE3,000000
Templom tér,Templom tér,"(47.541635, 19.129984)","(47.591465, 18.929264)",F03133,F04707,124,964,009EE3,000000
Templom tér,Templom tér,"(47.542265, 19.130118)","(47.591438, 18.929464)",008341,F04706,124,64A,009EE3,009EE3
Templom tér,Templom tér,"(47.542265, 19.130118)","(47.591438, 18.929464)",008341,F04706,124,164,009EE3,009EE3
Templom tér,Templom tér,"(47.542265, 19.130118)","(47.591438, 18.929464)",008341,F04706,124,64,009EE3,009EE3
Templom tér,Templom tér,"(47.542265, 19.130118)","(47.591465, 18.929264)",008341,F04707,124,64,009EE3,009EE3
Templom tér,Templom tér,"(47.542265, 19.130118)","(47.591465, 18.929264)",008341,F04707,124,164,009EE3,009EE3
Templom tér,Templom tér,"(47.542265, 19.130118)","(47.591438, 18.929464)",008341,F04706,124,964,009EE3,000000
Templom tér,Templom tér,"(47.542265, 19.130118)","(47.591465, 18.929264)",008341,F04707,124,964,009EE3,000000
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.574361, 19.12218)",009504,F03018,124,125,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.573938, 19.121674)",009504,F03017,124,125,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.574361, 19.12218)",009504,F03018,124,125B,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.573938, 19.121674)",009504,F03017,124,125B,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.574361, 19.12218)",009504,F03018,124,170,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.573938, 19.121674)",009504,F03017,124,170,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.574361, 19.12218)",009504,F03018,124,270,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.573938, 19.121674)",009504,F03017,124,270,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.573938, 19.121674)",009504,F03017,124,225,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.574361, 19.12218)",009504,F03018,124,225,009EE3,009EE3
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.573938, 19.121674)",009504,F03017,124,950,009EE3,000000
Kovácsi Kálmán tér,Kovácsi Kálmán tér,"(47.573309, 19.121115)","(47.574361, 19.12218)",009504,F03018,124,950,009EE3,000000
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.527397, 19.098651)",F02852,F02951,124,25,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.523603, 19.113864)",F02852,F02853,124,125,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.523603, 19.113864)",F02852,F02853,124,125B,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.523603, 19.113864)",F02852,F02853,124,277,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.525785, 19.104691)",F02852,F02948,124,69,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.526272, 19.104973)",F02852,F02947,124,69,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.526272, 19.104973)",F02852,F02947,124,5,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.525785, 19.104691)",F02852,F02948,124,5,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.526272, 19.104973)",F02852,F02947,124,62A,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.525785, 19.104691)",F02852,F02948,124,62,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.525785, 19.104691)",F02852,F02948,124,62A,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.526272, 19.104973)",F02852,F02947,124,62,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.525785, 19.104691)",F02852,F02948,124,973,009EE3,000000
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.526272, 19.104973)",F02852,F02947,124,973,009EE3,000000
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.525785, 19.104691)",F02852,F02948,124,973A,009EE3,000000
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.526272, 19.104973)",F02852,F02947,124,69,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523307, 19.113372)","(47.525785, 19.104691)",F02852,F02948,124,69,009EE3,009EE3
Pozsony utca,Pozsony utca,"(47.568176, 19.116776)","(47.568581, 19.117162)",F03021,F03022,124,96,009EE3,009EE3
Pozsony utca,Pozsony utca,"(47.568176, 19.116776)","(47.568581, 19.117162)",F03021,F03022,124,296,009EE3,009EE3
Pozsony utca,Pozsony utca,"(47.568176, 19.116776)","(47.568581, 19.117162)",F03021,F03022,124,296A,009EE3,009EE3
Pozsony utca,Pozsony utca,"(47.568176, 19.116776)","(47.568581, 19.117162)",F03021,F03022,124,225,009EE3,009EE3
Illyés Gyula utca,Illyés Gyula utca,"(47.55864, 19.120697)","(47.55909, 19.121069)",F03058,F03059,124,5,009EE3,009EE3
Illyés Gyula utca,Illyés Gyula utca,"(47.55864, 19.120697)","(47.55909, 19.121069)",F03058,F03059,124,96,009EE3,009EE3
Illyés Gyula utca,Illyés Gyula utca,"(47.55864, 19.120697)","(47.55909, 19.121069)",F03058,F03059,124,296,009EE3,009EE3
Illyés Gyula utca,Illyés Gyula utca,"(47.55864, 19.120697)","(47.55909, 19.121069)",F03058,F03059,124,296A,009EE3,009EE3
Illyés Gyula utca,Illyés Gyula utca,"(47.55864, 19.120697)","(47.55909, 19.121069)",F03058,F03059,124,996A,009EE3,000000
Illyés Gyula utca,Illyés Gyula utca,"(47.55864, 19.120697)","(47.55909, 19.121069)",F03058,F03059,124,996,009EE3,000000
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,96,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,296,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,296A,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,996A,009EE3,000000
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,996,009EE3,000000
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,196,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,196A,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,130,009EE3,009EE3
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,973,009EE3,000000
Bánkút utca,Bánkút utca,"(47.546314, 19.127441)","(47.549432, 19.131591)",F03107,F03125,124,69,009EE3,009EE3
Mogyoród útja,Mogyoród útja,"(47.570602, 19.128267)","(47.570618, 19.128888)",007968,110283,125,950,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534217, 19.113239)",F02851,F02859,125,125B,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,125,69,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,125,69,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,125,5,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,125,5,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,125,62A,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,125,62,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,125,62A,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,125,62,009EE3,FFD800
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,125,973,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534721, 19.112695)",F02851,F02858,125,973,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534361, 19.112482)",F02851,F02857,125,973A,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534802, 19.112695)",F02851,F02856,125,69,009EE3,009EE3
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534802, 19.112695)",F02851,F02856,125,973,009EE3,000000
Öv utca,Öv utca,"(47.530596, 19.121668)","(47.534802, 19.112695)",F02851,F02856,125,5,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.527397, 19.098651)",F02853,F02951,125,25,009EE3,009EE3
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.525785, 19.104691)",F02853,F02948,125,69,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,125,69,009EE3,FFD800
Fűrész utca,Fűrész utca,"(47.523603, 19.113864)","(47.526272, 19.104973)",F02853,F02947,125,5,009EE3,009EE3
